Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Choice_12,Choice_13,Choice_14,Choice_15,Choice_16,Choice_17,Choice_18,Choice_19,Choice_20,Choice_21,Choice_22,Choice_23,Choice_24,Choice_25,Choice_26,Choice_27,Choice_28,Choice_29,Choice_30,Choice_31,Choice_32,Choice_33,Choice_34,Choice_35,Choice_36,Choice_37,Choice_38,Choice_39,Choice_40,Choice_41,Choice_42,Choice_43,Choice_44,Choice_45,Choice_46,Choice_47,Choice_48,Choice_49,Choice_50,Choice_51,Choice_52,Choice_53,Choice_54,Choice_55,Choice_56,Choice_57,Choice_58,Choice_59,Choice_60,Choice_61,Choice_62,Choice_63,Choice_64,Choice_65,Choice_66,Choice_67,Choice_68,Choice_69,Choice_70,Choice_71,Choice_72,Choice_73,Choice_74,Choice_75,Choice_76,Choice_77,Choice_78,Choice_79,Choice_80,Choice_81,Choice_82,Choice_83,Choice_84,Choice_85,Choice_86,Choice_87,Choice_88,Choice_89,Choice_90,Choice_91,Choice_92,Choice_93,Choice_94,Choice_95,Choice_96,Choice_97,Choice_98,Choice_99,Choice_100,Subj,Study
4,2,3,1,2,4,2,2,2,2,4,2,4,2,3,4,2,3,4,2,1,4,2,4,3,4,2,4,3,2,3,4,3,1,4,2,3,4,3,2,4,3,4,3,2,4,3,2,4,3,2,4,3,2,3,4,2,1,3,4,2,4,2,3,3,4,2,2,3,4,2,2,3,4,3,4,3,2,4,3,4,2,3,4,4,3,2,3,4,3,2,4,3,2,4,3,4,2,3,4,126,Horstmann
3,1,4,3,1,1,2,3,4,3,1,4,2,3,1,4,1,3,2,3,3,4,2,1,4,2,3,2,4,3,2,1,4,3,4,2,1,4,3,1,2,4,3,1,4,4,2,3,1,4,2,2,2,3,2,2,2,2,3,4,3,2,3,1,4,4,3,2,2,2,2,2,2,2,3,2,4,1,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,127,Horstmann
3,4,4,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,128,Horstmann
3,3,3,1,2,4,2,1,3,2,2,4,2,1,2,4,3,1,2,1,4,3,2,4,1,3,2,2,2,4,3,1,3,4,3,4,1,4,4,3,3,4,1,3,4,4,2,3,1,3,4,2,4,3,2,1,3,3,3,3,3,2,4,4,4,3,4,3,1,2,4,3,2,4,3,1,1,3,2,4,3,2,4,2,3,4,2,4,2,3,4,2,4,3,4,2,4,3,4,2,129,Horstmann
1,4,2,3,2,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,1,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,130,Horstmann
4,4,1,2,2,3,2,2,1,1,3,4,4,2,4,2,1,3,4,2,2,4,2,4,2,4,2,4,2,2,1,4,1,2,2,1,3,4,2,4,2,3,4,2,4,3,4,2,4,3,4,2,2,3,4,2,4,2,3,3,2,2,3,2,2,3,2,4,4,3,2,2,4,3,4,2,3,2,4,3,2,4,3,4,4,2,2,3,2,4,4,4,3,4,2,2,4,2,2,2,131,Horstmann
4,4,3,2,1,4,2,1,4,3,1,4,1,1,1,1,2,3,4,4,4,4,4,4,1,4,4,1,3,2,4,1,4,4,4,4,3,4,3,2,1,3,2,4,1,2,3,4,1,1,4,3,4,1,3,4,3,2,4,2,1,4,3,2,4,1,4,3,3,3,3,3,3,4,3,3,3,3,4,3,1,4,2,3,4,2,3,1,4,2,4,3,4,2,4,3,4,3,4,3,132,Horstmann
2,1,2,3,3,4,3,4,4,3,1,3,4,4,4,4,4,4,4,4,4,3,1,1,1,4,4,2,2,2,4,4,4,2,2,2,2,4,4,4,2,2,2,1,2,2,2,2,2,4,4,4,4,3,4,4,4,2,2,2,2,2,4,2,2,2,4,4,4,4,3,3,1,1,1,1,2,2,2,2,4,4,4,3,3,2,2,2,2,4,4,4,3,3,1,1,1,2,2,2,133,Horstmann
1,1,2,3,4,2,3,1,4,3,1,4,3,2,1,2,2,3,2,2,1,4,2,1,2,4,3,1,2,1,4,1,1,4,1,1,1,2,1,3,1,2,1,4,1,3,2,1,4,3,2,1,4,2,3,2,2,4,3,1,3,2,4,3,2,1,2,2,1,4,3,1,2,3,4,1,2,3,4,4,2,4,3,2,1,4,3,1,4,2,1,4,1,2,3,2,4,1,1,3,134,Horstmann
2,2,1,1,4,4,3,3,2,1,1,4,3,2,2,2,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,135,Horstmann
1,4,3,1,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,3,3,3,3,3,1,1,1,1,2,2,2,2,4,3,3,3,3,1,1,4,4,4,4,4,2,2,2,2,4,4,4,4,4,1,1,3,3,3,3,3,3,1,4,4,4,4,4,4,1,1,1,3,3,3,3,3,1,1,1,4,2,2,2,2,3,1,2,4,2,4,2,3,1,3,1,3,1,136,Horstmann
3,3,2,1,4,1,3,2,4,1,3,2,2,2,2,2,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,4,4,4,4,4,2,2,2,3,1,4,1,4,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,137,Horstmann
2,4,1,3,1,3,2,2,4,2,1,2,2,2,2,2,2,4,4,4,1,3,4,3,4,4,2,4,1,3,1,1,4,4,4,1,4,4,1,1,3,4,2,2,2,2,4,2,4,4,3,3,3,4,4,3,3,4,4,3,1,4,4,2,2,4,4,1,4,1,1,4,1,4,3,3,4,1,4,2,4,2,2,1,4,1,4,1,3,4,3,4,4,1,4,4,3,4,3,4,138,Horstmann
3,2,1,2,2,4,2,3,2,2,2,2,2,1,2,3,2,1,1,3,4,3,2,1,2,2,3,3,3,2,2,4,2,3,2,3,4,4,4,3,1,2,4,2,3,2,4,2,3,3,4,4,2,2,2,2,2,3,4,1,1,1,1,1,2,2,2,2,4,4,4,4,2,2,2,2,3,3,3,3,1,2,2,2,2,4,4,3,1,1,2,2,1,2,4,3,3,2,2,1,139,Horstmann
3,2,4,1,2,4,2,2,2,2,2,2,3,3,3,4,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,4,1,1,1,2,2,2,2,2,2,3,2,140,Horstmann
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,4,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,3,4,4,4,4,3,2,2,2,2,2,1,1,1,3,4,4,4,4,4,2,2,2,2,2,3,2,2,2,2,141,Horstmann
4,3,1,2,2,1,3,4,4,2,2,2,4,3,2,4,3,1,4,4,2,2,3,3,4,4,3,4,4,4,4,1,1,1,1,1,1,4,2,2,4,4,3,4,4,4,1,3,3,4,4,4,4,4,4,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,2,4,4,4,2,4,4,4,3,4,4,4,4,4,142,Horstmann
4,3,1,2,3,3,1,4,4,4,4,4,4,4,3,1,4,2,4,4,4,1,4,4,3,2,2,2,4,4,3,3,1,4,4,3,4,4,3,1,2,2,1,3,2,2,2,4,3,1,2,4,3,1,4,2,2,3,4,2,3,4,2,4,3,1,1,4,2,3,4,2,4,3,1,3,4,4,2,2,4,3,1,4,3,2,4,3,1,2,3,1,2,4,3,1,4,2,4,3,143,Horstmann
4,2,3,4,1,4,4,1,4,1,4,1,4,1,4,4,4,2,4,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,2,2,2,3,4,4,2,2,2,4,4,2,2,4,4,4,4,2,2,4,4,2,2,4,2,2,2,1,2,4,2,2,4,1,2,2,4,4,2,2,4,1,2,2,4,1,2,4,4,2,2,4,2,2,4,2,2,1,1,2,144,Horstmann
4,4,2,2,4,4,4,2,4,2,4,2,2,4,4,1,4,2,2,2,2,2,4,1,2,2,2,4,2,2,2,3,2,4,2,2,2,2,2,2,2,4,4,4,2,2,2,1,2,2,2,4,4,2,2,2,3,2,2,2,2,2,4,2,2,2,2,4,2,2,4,2,2,1,1,2,2,2,4,2,2,4,2,2,2,4,2,2,4,2,2,4,2,2,2,2,2,4,2,2,145,Horstmann
1,3,2,4,4,2,3,1,1,3,3,2,2,4,4,2,3,1,1,3,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,4,4,4,2,2,1,3,3,1,1,1,2,2,4,3,1,1,2,2,2,4,4,4,1,1,3,2,2,4,1,1,2,2,2,3,4,4,1,2,2,3,4,4,1,2,1,2,2,2,3,4,4,146,Horstmann
2,4,1,3,2,2,2,2,2,2,2,4,3,4,3,4,3,4,4,4,3,3,3,2,4,4,4,2,3,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,3,3,2,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,4,3,2,4,2,2,3,3,3,3,2,2,2,2,2,2,4,4,3,3,3,3,3,147,Horstmann
4,2,1,3,4,1,1,1,1,1,4,2,1,3,4,2,1,3,4,2,4,3,1,3,4,2,4,1,3,3,2,1,3,2,3,2,3,4,1,3,4,2,3,2,3,2,3,1,4,1,4,3,2,3,2,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,4,3,4,4,4,4,4,4,4,4,1,4,1,3,4,2,3,4,2,2,2,2,4,3,2,3,2,148,Horstmann
1,1,1,1,4,4,4,3,3,2,2,2,2,2,3,3,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4,4,4,4,4,3,4,4,2,2,2,3,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,4,4,4,149,Horstmann
2,4,1,3,2,1,4,2,1,2,4,3,4,3,4,4,3,2,1,2,1,4,3,2,1,4,3,2,1,4,3,3,4,1,2,1,4,2,1,3,2,1,2,4,2,3,1,2,2,4,3,2,1,4,2,4,3,2,1,3,2,1,4,2,1,4,3,1,4,3,2,4,3,2,4,3,2,1,3,2,1,3,2,1,4,2,1,4,3,3,4,1,2,1,4,3,2,4,2,3,150,Horstmann
4,1,2,3,1,2,2,2,2,4,2,3,1,2,2,2,2,4,4,2,2,2,2,4,4,2,2,2,4,4,2,2,2,2,2,4,4,2,4,4,4,2,2,3,4,3,2,3,4,4,4,2,4,4,4,4,1,2,4,4,2,4,4,3,3,4,3,4,3,3,3,2,4,3,4,3,3,3,3,3,2,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,151,Horstmann
3,3,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,2,4,3,4,4,4,2,2,2,2,4,3,4,4,4,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,4,3,4,4,2,2,2,2,4,4,3,3,3,3,1,1,1,1,1,4,2,2,2,152,Horstmann
1,3,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,3,1,4,4,4,4,2,2,2,3,3,1,4,4,4,4,1,3,2,3,2,2,2,2,2,2,2,3,3,1,1,4,4,2,2,2,3,1,1,1,2,2,3,1,4,1,2,2,2,3,1,4,2,2,2,1,1,2,2,2,4,4,4,1,1,2,2,2,3,4,3,2,3,2,153,Horstmann
4,3,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,1,1,3,4,4,4,2,2,2,4,4,4,2,2,2,4,4,3,3,1,2,4,2,2,2,3,1,2,2,2,4,4,2,3,1,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,4,2,4,2,1,4,2,4,2,4,2,154,Horstmann
1,4,4,4,4,4,4,3,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,2,2,2,4,4,2,2,2,4,4,2,2,2,4,2,2,4,4,2,4,4,2,4,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,4,2,2,2,4,4,2,2,4,2,2,4,4,2,2,2,4,2,2,155,Horstmann
1,1,1,1,3,3,3,3,4,4,4,4,2,2,2,2,1,1,1,1,4,4,4,4,3,3,3,3,3,3,1,1,1,1,2,2,2,2,4,3,1,3,1,3,4,2,3,4,2,1,2,1,2,1,2,1,2,1,2,1,2,4,3,1,2,3,2,2,4,4,4,4,4,4,4,1,3,3,2,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,2,2,156,Horstmann
3,4,1,2,2,2,3,3,3,3,4,4,3,3,4,4,1,2,3,4,2,3,2,4,1,2,3,4,2,3,2,4,2,4,2,4,2,4,3,4,3,1,4,4,3,1,1,1,1,1,1,1,4,1,4,4,3,4,1,1,1,4,4,3,4,3,3,3,3,3,3,3,1,4,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,1,3,3,3,4,3,4,3,4,3,157,Horstmann
4,4,4,4,2,2,2,2,3,3,2,1,1,1,1,1,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,158,Horstmann
4,3,1,4,4,3,2,2,2,2,2,2,4,4,4,4,4,4,3,2,2,2,2,2,1,1,4,4,2,2,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,4,4,4,4,3,3,2,1,3,2,4,1,4,2,3,2,4,1,4,2,2,4,1,3,2,4,1,3,2,2,4,4,1,1,3,3,2,2,4,4,1,1,3,3,2,2,4,4,1,3,3,2,2,4,4,159,Horstmann
3,4,2,1,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,2,160,Horstmann
4,3,1,2,4,3,1,3,4,2,1,2,4,1,2,3,4,4,4,4,2,4,2,2,4,2,4,4,4,2,4,4,2,2,2,2,4,2,2,2,2,4,2,2,2,4,2,2,1,3,3,4,2,2,2,4,3,4,2,2,2,4,4,4,3,1,4,2,2,4,4,4,4,4,2,2,2,4,4,4,2,2,4,4,4,2,2,2,4,4,2,2,4,2,4,2,2,2,4,2,161,Horstmann
2,1,3,4,4,4,2,2,2,2,3,1,1,3,1,2,2,4,4,4,4,4,3,3,3,3,2,2,2,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,162,Horstmann
2,2,3,2,1,3,3,2,1,4,2,3,1,4,3,2,1,2,4,2,3,2,4,3,2,1,4,4,4,2,2,3,1,2,3,4,2,1,2,3,2,3,1,2,3,2,4,1,2,2,3,1,2,4,3,3,1,2,1,4,3,2,1,3,2,3,4,1,2,1,4,4,4,1,1,3,2,1,4,2,3,4,2,1,1,3,4,1,3,2,4,3,1,2,2,3,4,1,2,3,163,Kjome
1,2,4,2,2,2,2,4,4,4,3,3,3,2,2,2,2,1,1,1,1,3,3,4,4,4,4,4,1,3,4,2,2,3,4,3,4,2,3,2,1,1,1,1,2,1,1,3,2,2,2,4,4,4,4,2,2,4,4,4,4,2,3,3,2,1,1,2,2,2,3,1,2,3,3,1,1,1,4,4,4,3,1,4,4,3,4,4,4,1,3,4,4,1,2,2,2,2,2,2,164,Kjome
1,1,1,2,2,1,1,3,4,2,4,3,2,4,3,2,4,2,4,2,4,2,4,2,4,4,4,3,1,2,3,4,1,2,3,4,2,3,4,2,4,1,2,4,3,4,3,4,1,2,3,2,3,2,3,4,1,2,3,4,2,3,3,4,2,3,2,1,2,3,4,2,4,1,2,4,2,3,4,2,4,2,4,2,4,2,4,2,4,2,2,2,4,2,4,2,4,4,2,3,165,Kjome
1,2,1,1,2,3,2,4,2,1,2,3,4,1,2,2,2,2,3,4,4,4,4,2,4,1,2,4,3,4,1,4,3,2,2,2,3,3,4,4,2,4,3,3,2,1,3,4,2,4,2,4,1,4,3,2,3,4,2,3,4,2,4,3,2,2,3,4,1,2,3,3,3,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,4,3,2,1,4,4,3,4,4,4,4,4,166,Kjome
1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,4,2,1,2,2,4,4,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,2,2,2,2,167,Kjome
2,4,1,3,2,4,3,3,4,2,3,1,4,4,4,2,3,4,1,4,4,4,3,4,3,4,2,4,2,4,2,4,2,4,2,4,4,1,4,2,4,3,4,4,1,3,4,3,4,4,4,2,4,1,4,4,3,4,4,1,4,4,3,4,2,4,2,4,3,1,1,4,3,4,1,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,2,4,4,2,2,4,4,2,4,168,Kjome
1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,4,2,1,2,2,4,4,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,169,Kjome
3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,1,1,3,4,4,4,1,1,4,4,2,4,4,4,4,4,3,3,3,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,3,4,1,1,2,2,2,2,2,2,3,3,4,1,1,4,4,4,170,Kjome
1,4,2,3,1,4,2,3,1,4,2,3,2,4,2,4,2,4,2,4,2,4,2,1,3,2,4,3,2,1,4,3,2,2,2,1,1,2,3,4,1,1,2,3,4,4,1,2,2,2,3,2,2,4,4,4,3,1,4,2,3,1,4,4,4,2,2,3,2,3,2,2,2,2,4,2,2,4,1,1,2,3,3,4,4,2,1,2,3,3,3,3,3,1,1,2,2,3,4,1,171,Kjome
3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,4,2,3,1,4,2,3,1,2,3,4,3,2,1,1,2,2,2,2,2,1,3,2,1,2,4,3,3,2,2,1,4,3,2,1,2,2,2,3,2,4,3,2,1,172,Kjome
2,2,3,1,4,1,2,1,3,2,2,4,3,2,2,2,2,2,3,4,1,1,3,4,4,4,4,4,4,4,1,4,1,2,3,4,1,2,3,4,1,2,2,3,3,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,3,4,3,3,4,1,1,1,1,2,3,3,3,3,3,3,3,3,4,1,4,4,3,4,4,3,4,3,3,3,3,3,3,2,1,4,1,3,3,173,Kjome
1,4,2,3,1,2,4,3,1,2,2,2,1,1,2,3,2,2,2,4,1,3,3,1,2,4,2,4,2,2,4,3,4,3,2,4,4,4,1,1,2,2,3,3,2,4,4,4,1,4,4,2,2,4,3,4,2,2,1,4,4,3,3,2,2,4,2,4,1,4,3,2,2,1,1,3,4,3,2,1,4,4,3,3,2,4,3,4,2,4,4,3,2,1,4,4,4,3,4,1,174,Kjome
1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,3,2,1,2,1,2,1,2,1,3,1,2,4,3,1,2,2,1,2,1,1,2,2,3,3,2,1,2,1,3,1,3,2,2,3,4,3,2,1,3,3,1,3,2,3,2,1,3,4,3,2,3,4,3,1,3,3,2,3,3,1,3,2,3,2,3,1,2,1,3,175,Kjome
3,1,3,1,3,1,2,4,3,3,1,3,1,3,2,4,1,1,4,2,2,2,3,2,3,2,4,3,2,2,4,3,1,4,3,1,4,3,2,2,4,1,3,4,2,3,4,2,2,3,4,1,3,4,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,1,4,3,4,3,1,3,4,2,3,4,1,3,4,4,4,3,4,176,Kjome
4,4,1,4,3,4,4,4,1,1,2,2,2,4,4,4,2,4,4,2,4,4,4,1,4,4,2,4,3,1,4,4,4,4,2,4,4,2,4,4,4,1,4,4,4,2,4,3,4,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,1,3,2,3,3,3,3,3,3,2,3,1,3,177,Kjome
1,1,1,2,3,4,1,2,4,3,2,3,2,2,2,2,1,2,2,1,1,4,4,3,2,4,1,2,3,4,2,1,3,2,4,2,1,4,3,1,4,2,3,4,4,3,1,4,3,4,3,4,3,4,1,4,3,2,4,3,4,3,4,3,4,2,3,1,2,4,3,1,3,4,3,2,4,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,4,4,2,3,4,178,Kjome
1,2,4,2,2,2,2,4,4,4,3,3,3,2,2,2,2,1,1,1,1,3,3,4,4,4,4,4,1,3,4,2,2,3,4,3,4,2,3,2,1,1,1,1,2,1,1,3,2,2,2,4,4,4,4,2,2,4,4,4,4,2,3,3,2,1,1,2,2,2,3,1,2,3,3,1,1,1,4,4,4,3,1,4,4,3,4,4,4,1,3,4,4,1,2,2,2,2,2,2,179,Kjome
3,3,1,1,1,1,2,2,3,4,1,1,3,1,3,3,2,2,4,3,4,3,3,2,4,1,3,1,4,2,3,4,1,2,2,4,3,2,2,2,3,4,3,4,3,4,3,3,3,1,3,2,3,1,1,4,3,1,2,3,4,3,1,2,3,3,4,3,4,4,3,3,4,3,1,4,3,2,4,3,3,3,4,4,1,2,3,4,1,3,2,3,3,3,3,4,3,4,3,3,180,Kjome
3,1,3,2,3,4,4,1,1,1,3,1,1,4,2,1,1,1,1,1,1,1,4,2,3,1,2,3,2,4,1,3,3,4,2,4,1,2,3,1,2,3,1,4,2,2,3,1,2,3,4,4,3,2,2,3,4,1,2,1,2,3,1,1,2,2,4,3,3,2,1,4,2,4,3,4,2,1,3,1,1,2,3,2,2,2,3,4,2,3,4,1,1,1,1,2,3,4,1,2,181,Kjome
1,2,3,3,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,182,Maia
2,2,3,2,3,2,2,4,2,2,1,1,1,2,2,3,1,1,4,4,4,1,1,4,2,2,2,4,1,4,4,3,3,3,1,1,4,4,1,1,4,1,1,3,3,4,4,4,4,4,2,2,2,1,4,3,3,1,3,4,3,3,1,1,1,4,1,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,183,Maia
1,1,4,2,3,2,2,4,2,2,1,2,2,2,2,4,1,1,2,4,4,1,1,4,4,3,3,3,4,1,2,4,4,4,3,1,1,3,3,3,3,3,3,3,3,3,4,3,1,3,1,1,1,1,1,1,3,4,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,184,Maia
1,3,2,4,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,3,3,3,2,1,1,4,4,4,4,4,4,3,3,2,1,2,2,2,2,2,1,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,1,4,3,4,3,4,4,3,4,4,4,4,4,3,1,4,185,Maia
3,2,2,2,2,2,3,3,2,2,2,2,4,4,2,2,2,1,1,1,3,4,2,2,2,2,3,1,1,4,3,4,2,1,4,3,4,4,3,2,3,4,4,3,2,2,4,3,3,3,3,1,2,2,2,2,2,2,4,4,3,4,4,4,4,1,3,4,1,1,3,4,1,1,3,4,2,3,3,3,3,4,2,1,3,4,1,3,4,2,3,4,4,4,3,3,3,3,1,3,186,Maia
1,1,2,2,3,3,4,4,1,2,2,3,4,4,2,2,2,2,2,2,1,2,4,4,2,2,2,2,2,2,1,3,3,2,3,1,1,3,4,4,4,4,3,3,3,3,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,187,Maia
1,1,4,2,3,2,1,2,2,2,2,4,3,2,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,188,Maia
4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,1,2,4,4,2,4,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,2,2,2,4,2,2,2,2,2,2,2,4,4,1,4,2,2,2,2,2,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,4,2,2,4,4,2,3,3,3,3,189,Maia
